Date,HE,RT Demand
7/5/2023,13,16203.96
7/5/2023,14,17082.72
7/5/2023,15,17932.31
7/5/2023,16,18946.97
7/5/2023,17,19970.35
7/5/2023,18,20673.85
7/5/2023,19,21181.04
7/5/2023,20,20891.28
7/5/2023,21,20338.89
7/5/2023,22,19360.43
7/5/2023,23,17759.98
7/5/2023,24,16352.92
7/6/2023,1,15545.85
7/6/2023,2,15237.81
7/6/2023,3,14706.27
7/6/2023,4,14329.28
7/6/2023,5,14272.2
7/6/2023,6,14568.12
7/6/2023,7,14917.06
7/6/2023,8,15919.59
7/6/2023,9,16094.16
7/6/2023,10,16418.24
7/6/2023,11,17218.12
7/6/2023,12,18054.89
7/6/2023,13,18889.11
7/6/2023,14,19587.18
7/6/2023,15,20154.15
7/6/2023,16,20781.88
7/6/2023,17,21569.49
7/6/2023,18,22073.21
7/6/2023,19,22279.64
7/6/2023,20,21946.7
7/6/2023,21,21349
7/6/2023,22,20278.84
7/6/2023,23,18475.52
7/6/2023,24,16768.21
7/7/2023,1,15415.76
7/7/2023,2,15010.25
7/7/2023,3,14933.78
7/7/2023,4,14770.8
7/7/2023,5,14783.38
7/7/2023,6,14891.86
7/7/2023,7,15105.11
7/7/2023,8,15653.24
7/7/2023,9,15834.76
7/7/2023,10,16009.97
7/7/2023,11,16398.16
7/7/2023,12,16892.58
7/7/2023,13,17493.34
7/7/2023,14,18238.21
7/7/2023,15,19036.07
7/7/2023,16,19865.6
7/7/2023,17,20543.97
7/7/2023,18,20970.31
7/7/2023,19,20764.8
7/7/2023,20,20304.57
7/7/2023,21,19748.62
7/7/2023,22,18931.96
7/7/2023,23,17580.01
7/7/2023,24,16160.64
7/8/2023,1,14990.26
7/8/2023,2,14135.48
7/8/2023,3,14081.76
7/8/2023,4,13743.04
7/8/2023,5,13614.04
7/8/2023,6,13843.83
7/8/2023,7,13714.83
7/8/2023,8,14116.76
7/8/2023,9,14485.6
7/8/2023,10,15014.81
7/8/2023,11,15230.95
7/8/2023,12,15692.14
7/8/2023,13,16327.1
7/8/2023,14,16782.79
7/8/2023,15,17158.24
7/8/2023,16,17918.4
7/8/2023,17,18779.97
7/8/2023,18,19260.26
7/8/2023,19,19286.2
7/8/2023,20,18814.78
7/8/2023,21,18518.81
7/8/2023,22,17858.6
7/8/2023,23,16708.67
7/8/2023,24,15496.21
7/9/2023,1,14427.82
7/9/2023,2,13776.25
7/9/2023,3,13583.32
7/9/2023,4,13279.54
7/9/2023,5,13130.94
7/9/2023,6,13442.78
7/9/2023,7,13555.39
7/9/2023,8,13963.31
7/9/2023,9,14216.58
7/9/2023,10,14805.72
7/9/2023,11,15341.28
7/9/2023,12,15502.47
7/9/2023,13,15926.62
7/9/2023,14,16561.18
7/9/2023,15,16773.41
7/9/2023,16,17139.89
7/9/2023,17,17482.8
7/9/2023,18,17843.79
7/9/2023,19,17785.54
7/9/2023,20,17542.31
7/9/2023,21,17252.8
7/9/2023,22,16620.07
7/9/2023,23,15486.91
7/9/2023,24,14289.62
7/10/2023,1,13446.76
7/10/2023,2,13117.1
7/10/2023,3,12984.19
7/10/2023,4,12650.5
7/10/2023,5,12724.76
7/10/2023,6,13136.86
7/10/2023,7,14064.67
7/10/2023,8,15118.83
7/10/2023,9,15695.57
7/10/2023,10,15992.92
7/10/2023,11,16353.42
7/10/2023,12,16560.09
7/10/2023,13,16684.18
7/10/2023,14,16707.43
7/10/2023,15,16785.19
7/10/2023,16,16829.88
7/10/2023,17,17136.35
7/10/2023,18,17599.97
7/10/2023,19,17611.36
7/10/2023,20,17266.5
7/10/2023,21,16747.37
7/10/2023,22,16075.92
7/10/2023,23,14854.87
7/10/2023,24,13533.79
7/11/2023,1,12515.47
7/11/2023,2,12150.54
7/11/2023,3,12207.01
7/11/2023,4,12065.03
7/11/2023,5,12120.46
7/11/2023,6,12145.45
7/11/2023,7,12627.42
7/11/2023,8,13386.08
7/11/2023,9,13617.31
7/11/2023,10,13693
7/11/2023,11,13917.25
7/11/2023,12,14360.1
7/11/2023,13,14938.68
7/11/2023,14,15753.84
7/11/2023,15,16598.86
7/11/2023,16,17648.48
7/11/2023,17,18877.14
7/11/2023,18,19830.24
7/11/2023,19,20469.67
7/11/2023,20,20293.96
7/11/2023,21,19792.08
7/11/2023,22,18924.39
7/11/2023,23,17639.99
7/11/2023,24,16166.67
7/12/2023,1,14572.12
7/12/2023,2,14086.49
7/12/2023,3,13657.3
7/12/2023,4,13300.15
7/12/2023,5,13196.84
7/12/2023,6,13160.95
7/12/2023,7,14065.31
7/12/2023,8,14769.16
7/12/2023,9,15308.32
7/12/2023,10,15709.38
7/12/2023,11,16253.2
7/12/2023,12,16983.42
7/12/2023,13,17788.91
7/12/2023,14,18717
7/12/2023,15,19556.03
7/12/2023,16,20435.62
7/12/2023,17,20998.99
7/12/2023,18,21252.21
7/12/2023,19,21230.72
7/12/2023,20,21013.43
7/12/2023,21,20567.5
7/12/2023,22,19587.69
7/12/2023,23,17828.39
7/12/2023,24,16114.89
7/13/2023,1,14987.24
7/13/2023,2,14253.11
7/13/2023,3,13973.58
7/13/2023,4,13772.96
7/13/2023,5,13740.2
7/13/2023,6,14151.79
7/13/2023,7,14799.59
7/13/2023,8,15400.68
7/13/2023,9,15830.78
7/13/2023,10,16300.25
7/13/2023,11,16944.89
7/13/2023,12,17859.58
7/13/2023,13,18549.34
7/13/2023,14,19121.08
7/13/2023,15,19296.37
7/13/2023,16,19736.7
7/13/2023,17,20532.49
7/13/2023,18,20877.98
7/13/2023,19,21175.69
7/13/2023,20,20796.72
7/13/2023,21,20257
7/13/2023,22,19350.66
7/13/2023,23,17879.29
7/13/2023,24,16319.1
7/14/2023,1,14911.82
7/14/2023,2,14131.38
7/14/2023,3,13518.58
7/14/2023,4,13286.51
7/14/2023,5,13347.92
7/14/2023,6,13881.9
7/14/2023,7,14594.1
7/14/2023,8,14961.6
7/14/2023,9,15578.65
7/14/2023,10,16430.33
7/14/2023,11,17120.93
7/14/2023,12,16973.76
7/14/2023,13,16430.6
7/14/2023,14,16450.68
7/14/2023,15,16575.65
7/14/2023,16,16629.31
7/14/2023,17,17319.03
7/14/2023,18,18310.31
7/14/2023,19,18671.87
7/14/2023,20,18533.4
7/14/2023,21,18190.42
7/14/2023,22,17552.66
7/14/2023,23,16395.02
7/14/2023,24,15212.03
7/15/2023,1,14423.97
7/15/2023,2,14042.67
7/15/2023,3,13625.47
7/15/2023,4,13386.91
7/15/2023,5,13269.57
7/15/2023,6,13574.89
7/15/2023,7,13955.18
7/15/2023,8,14386.34
7/15/2023,9,14987.51
7/15/2023,10,15119.09
7/15/2023,11,15796.16
7/15/2023,12,16381.65
7/15/2023,13,16785.71
7/15/2023,14,17398.07
7/15/2023,15,17786.8
7/15/2023,16,18584.4
7/15/2023,17,19301.62
7/15/2023,18,19788.84
7/15/2023,19,20044.63
7/15/2023,20,19871.93
7/15/2023,21,19520.08
7/15/2023,22,18868.32
7/15/2023,23,17674.49
7/15/2023,24,16531.36
7/16/2023,1,15633.36
7/16/2023,2,14751.58
7/16/2023,3,14553.09
7/16/2023,4,14731.59
7/16/2023,5,14667.94
7/16/2023,6,14660.28
7/16/2023,7,15061.17
7/16/2023,8,15496.2
7/16/2023,9,15848.61
7/16/2023,10,16226.3
7/16/2023,11,16636.92
7/16/2023,12,17040.74
7/16/2023,13,17223.26
7/16/2023,14,16727.57
7/16/2023,15,16629.99
7/16/2023,16,16947.5
7/16/2023,17,17567.23
7/16/2023,18,18014.19
7/16/2023,19,18005.96
7/16/2023,20,17736.21
7/16/2023,21,17425.78
7/16/2023,22,16849.4
7/16/2023,23,15837.55
7/16/2023,24,14960.39
7/17/2023,1,14163.91
7/17/2023,2,13855.69
7/17/2023,3,13729.8
7/17/2023,4,13558.89
7/17/2023,5,13758.75
7/17/2023,6,13917.46
7/17/2023,7,14642.99
7/17/2023,8,15663.14
7/17/2023,9,16208.81
7/17/2023,10,16373.84
7/17/2023,11,16665.78
7/17/2023,12,17138.47
7/17/2023,13,17816.2
7/17/2023,14,18877.42
7/17/2023,15,19340.99
7/17/2023,16,20094.41
7/17/2023,17,20713.04
7/17/2023,18,21226.21
7/17/2023,19,21400.13
7/17/2023,20,21242.87
7/17/2023,21,20798.69
7/17/2023,22,19844.86
7/17/2023,23,18115.83
7/17/2023,24,16455.02
7/18/2023,1,15226.36
7/18/2023,2,14358.42
7/18/2023,3,14240.56
7/18/2023,4,14285.66
7/18/2023,5,14300.99
7/18/2023,6,14810.11
7/18/2023,7,15484.26
7/18/2023,8,15992.67
7/18/2023,9,16436.03
7/18/2023,10,16779.16
7/18/2023,11,16994.17
7/18/2023,12,17398.39
7/18/2023,13,18226.55
7/18/2023,14,19105.32
7/18/2023,15,19490.84
7/18/2023,16,19668.7
7/18/2023,17,19953.62
7/18/2023,18,20097.02
7/18/2023,19,19796.43
7/18/2023,20,19597.18
7/18/2023,21,19209.14
7/18/2023,22,18547.28
7/18/2023,23,17305.52
7/18/2023,24,15850.38
7/19/2023,1,14763.47
7/19/2023,2,13999.04
7/19/2023,3,13498.08
7/19/2023,4,13025.59
7/19/2023,5,13127.88
7/19/2023,6,13396.92
7/19/2023,7,14229.38
7/19/2023,8,15037.43
7/19/2023,9,15336.52
7/19/2023,10,15536.8
7/19/2023,11,15951.76
7/19/2023,12,16308.87
7/19/2023,13,16370.65
7/19/2023,14,16654.29
7/19/2023,15,17133.52
7/19/2023,16,17906.84
7/19/2023,17,18694.93
7/19/2023,18,19251.29
7/19/2023,19,19616.11
7/19/2023,20,19429.86
7/19/2023,21,19047.96
7/19/2023,22,18221.75
7/19/2023,23,16726.3
7/19/2023,24,15187.8
7/20/2023,1,13958.51
7/20/2023,2,13411.15
7/20/2023,3,12792.46
7/20/2023,4,12650.76
7/20/2023,5,12458.19
7/20/2023,6,12785.65
7/20/2023,7,13590.84
7/20/2023,8,14016.42
7/20/2023,9,14143.5
7/20/2023,10,14132.46
7/20/2023,11,14383.94
7/20/2023,12,14823.04
7/20/2023,13,15460.32
7/20/2023,14,16276.57
7/20/2023,15,16953.74
7/20/2023,16,17712.55
7/20/2023,17,18591.51
7/20/2023,18,19348.18
7/20/2023,19,19633.67
7/20/2023,20,19320.82
7/20/2023,21,18759.19
7/20/2023,22,17886.61
7/20/2023,23,16352.98
7/20/2023,24,14843.06
7/21/2023,1,13732.64
7/21/2023,2,13219.16
7/21/2023,3,13053.96
7/21/2023,4,12894.34
7/21/2023,5,12968.04
7/21/2023,6,13434.03
7/21/2023,7,14032.56
7/21/2023,8,14672.62
7/21/2023,9,15124
7/21/2023,10,15627.22
7/21/2023,11,15950.98
7/21/2023,12,16231.22
7/21/2023,13,16034.07
7/21/2023,14,16241.91
7/21/2023,15,16723.29
7/21/2023,16,16960.74
7/21/2023,17,17456.67
7/21/2023,18,17804.85
7/21/2023,19,17568.86
7/21/2023,20,17082.69
7/21/2023,21,16611.01
7/21/2023,22,15883.15
7/21/2023,23,14800.89
7/21/2023,24,13665.89
7/22/2023,1,12795.8
7/22/2023,2,12614.37
7/22/2023,3,12280.44
7/22/2023,4,12250.8
7/22/2023,5,12295.92
7/22/2023,6,12353.3
7/22/2023,7,12580.41
7/22/2023,8,12935.62
7/22/2023,9,13124.27
7/22/2023,10,12868.28
7/22/2023,11,12755.34
7/22/2023,12,12991.44
7/22/2023,13,13347.82
7/22/2023,14,13745.63
7/22/2023,15,14202.21
7/22/2023,16,14701.81
7/22/2023,17,15675.26
7/22/2023,18,16668.41
7/22/2023,19,17194.47
7/22/2023,20,17035.56
7/22/2023,21,16639.34
7/22/2023,22,16016.76
7/22/2023,23,14894.48
7/22/2023,24,13693.97
7/23/2023,1,12681.77
7/23/2023,2,11965.31
7/23/2023,3,11651.01
7/23/2023,4,11288.51
7/23/2023,5,11299.63
7/23/2023,6,11607.25
7/23/2023,7,11920.01
7/23/2023,8,11974.79
7/23/2023,9,11767.53
7/23/2023,10,12201.71
7/23/2023,11,12075.41
7/23/2023,12,12369.3
7/23/2023,13,13041.33
7/23/2023,14,13595.59
7/23/2023,15,14310.71
7/23/2023,16,15312.43
7/23/2023,17,16489.53
7/23/2023,18,17782.7
7/23/2023,19,18559.21
7/23/2023,20,18407.34
7/23/2023,21,17885.45
7/23/2023,22,17066.13
7/23/2023,23,15695.23
7/23/2023,24,14423.57
7/24/2023,1,13488.54
7/24/2023,2,12943.67
7/24/2023,3,13136.62
7/24/2023,4,12884.83
7/24/2023,5,12957.95
7/24/2023,6,13299.46
7/24/2023,7,13703.14
7/24/2023,8,14316.88
7/24/2023,9,14431.01
7/24/2023,10,14796.61
7/24/2023,11,15378.85
7/24/2023,12,16146.02
7/24/2023,13,16879.99
7/24/2023,14,17677.39
7/24/2023,15,18401.41
7/24/2023,16,19015.59
7/24/2023,17,19796.4
7/24/2023,18,20327.65
7/24/2023,19,20410.85
7/24/2023,20,19911.9
7/24/2023,21,19241.22
7/24/2023,22,18193.69
7/24/2023,23,16670.03
7/24/2023,24,15403.69
7/25/2023,1,14514.2
7/25/2023,2,14089.24
7/25/2023,3,13884.01
7/25/2023,4,13625.28
7/25/2023,5,13352.13
7/25/2023,6,13707.82
7/25/2023,7,14597.24
7/25/2023,8,15047.52
7/25/2023,9,15516.65
7/25/2023,10,15790.29
7/25/2023,11,16181.39
7/25/2023,12,16767.89
7/25/2023,13,17552.91
7/25/2023,14,18388.98
7/25/2023,15,19203.2
7/25/2023,16,19628.28
7/25/2023,17,19835.28
7/25/2023,18,19583.28
7/25/2023,19,18917.28
7/25/2023,20,18308.48
7/25/2023,21,17747.53
7/25/2023,22,16874.3
7/25/2023,23,15566.43
7/25/2023,24,14411.21
7/26/2023,1,13549.58
7/26/2023,2,13181.66
7/26/2023,3,13056.27
7/26/2023,4,13019.56
7/26/2023,5,13068.78
7/26/2023,6,13237.91
7/26/2023,7,13555.08
7/26/2023,8,14655.75
7/26/2023,9,14531.09
7/26/2023,10,14467.27
7/26/2023,11,14847.92
7/26/2023,12,15504.75
7/26/2023,13,16278.57
7/26/2023,14,17156.9
7/26/2023,15,18028.47
7/26/2023,16,19046.6
7/26/2023,17,20117.14
7/26/2023,18,20803.84
7/26/2023,19,21144.81
7/26/2023,20,20864.06
7/26/2023,21,20428.94
7/26/2023,22,19391.79
7/26/2023,23,17758.11
7/26/2023,24,16163.79
7/27/2023,1,15208.66
7/27/2023,2,14955.67
7/27/2023,3,14737.98
7/27/2023,4,14624.07
7/27/2023,5,14558.44
7/27/2023,6,14632.66
7/27/2023,7,15072.85
7/27/2023,8,15976.48
7/27/2023,9,16653.01
7/27/2023,10,17371.43
7/27/2023,11,18209.62
7/27/2023,12,18810.75
7/27/2023,13,18988.69
7/27/2023,14,19547.43
7/27/2023,15,20339.92
7/27/2023,16,21304.13
7/27/2023,17,21862.92
7/27/2023,18,22129.05
7/27/2023,19,21543.49
7/27/2023,20,20645.93
7/27/2023,21,19942.69
7/27/2023,22,18953.74
7/27/2023,23,17503.8
7/27/2023,24,16097.34
7/28/2023,1,15504.91
7/28/2023,2,15582.82
7/28/2023,3,15126.88
7/28/2023,4,15033.85
7/28/2023,5,15053.08
7/28/2023,6,15501.12
7/28/2023,7,15785.12
7/28/2023,8,15983.35
7/28/2023,9,16242.46
7/28/2023,10,16517.5
7/28/2023,11,16979.47
7/28/2023,12,17671.9
7/28/2023,13,18408.36
7/28/2023,14,19176.37
7/28/2023,15,19892.6
7/28/2023,16,20549.84
7/28/2023,17,21101.59
7/28/2023,18,21883.31
7/28/2023,19,22192.27
7/28/2023,20,22000.99
7/28/2023,21,21434.88
7/28/2023,22,20459.07
7/28/2023,23,18955.89
7/28/2023,24,17464.26
7/29/2023,1,16231.99
7/29/2023,2,15798.26
7/29/2023,3,15210.43
7/29/2023,4,14955.97
7/29/2023,5,14742.3
7/29/2023,6,14769.29
7/29/2023,7,14777.04
7/29/2023,8,14951.28
7/29/2023,9,15649.12
7/29/2023,10,15969.32
7/29/2023,11,16615.43
7/29/2023,12,17640.37
7/29/2023,13,18486.98
7/29/2023,14,18756.74
7/29/2023,15,18568.8
7/29/2023,16,19230.09
7/29/2023,17,19621.57
7/29/2023,18,19737.08
7/29/2023,19,19781.99
7/29/2023,20,19145
7/29/2023,21,18114.79
7/29/2023,22,16937.85
7/29/2023,23,15456.85
7/29/2023,24,14032.68
7/30/2023,1,12929.44
7/30/2023,2,12208.01
7/30/2023,3,11815.32
7/30/2023,4,11372.3
7/30/2023,5,11362.37
7/30/2023,6,11231.33
7/30/2023,7,11156.83
7/30/2023,8,11157.97
7/30/2023,9,11031.37
7/30/2023,10,10871.57
7/30/2023,11,10745.53
7/30/2023,12,10944.99
7/30/2023,13,10946.45
7/30/2023,14,10945.87
7/30/2023,15,11203.13
7/30/2023,16,11816.76
7/30/2023,17,12962.02
7/30/2023,18,14408.47
7/30/2023,19,15350.18
7/30/2023,20,15385.34
7/30/2023,21,15132.9
7/30/2023,22,14497.3
7/30/2023,23,13358.83
7/30/2023,24,12220.61
7/31/2023,1,11356.79
7/31/2023,2,11138.58
7/31/2023,3,11084.68
7/31/2023,4,10916.03
7/31/2023,5,11029.86
7/31/2023,6,11227.91
7/31/2023,7,11746.64
7/31/2023,8,12408.72
7/31/2023,9,12489.56
7/31/2023,10,12405.67
7/31/2023,11,12403.75
7/31/2023,12,12635.23
7/31/2023,13,13147.66
7/31/2023,14,13833.81
7/31/2023,15,14408.56
7/31/2023,16,15013.99
7/31/2023,17,15936.21
7/31/2023,18,16814.28
7/31/2023,19,17029.48
7/31/2023,20,16720.8
7/31/2023,21,16325.34
7/31/2023,22,15517.83
7/31/2023,23,14248.15
7/31/2023,24,13018.97
8/1/2023,1,12416.74
8/1/2023,2,12010.48
8/1/2023,3,11786.92
8/1/2023,4,11836.71
8/1/2023,5,11945.76
8/1/2023,6,11927.45
8/1/2023,7,12351.49
8/1/2023,8,12581.66
8/1/2023,9,12545.22
8/1/2023,10,12137.54
8/1/2023,11,11958.71
8/1/2023,12,12165.12
8/1/2023,13,12619.2
8/1/2023,14,13041.38
8/1/2023,15,13145.74
8/1/2023,16,13657.8
8/1/2023,17,14432.56
8/1/2023,18,15249.79
8/1/2023,19,15730.07
8/1/2023,20,15611.79
8/1/2023,21,15234.24
8/1/2023,22,14423.56
8/1/2023,23,13216.27
8/1/2023,24,12039.66
8/2/2023,1,11444.6
8/2/2023,2,11692.31
8/2/2023,3,11335.81
8/2/2023,4,11140.65
8/2/2023,5,11228.13
8/2/2023,6,11721.18
8/2/2023,7,11947.17
8/2/2023,8,12064.59
8/2/2023,9,11846.22
8/2/2023,10,11171.54
8/2/2023,11,10984.44
8/2/2023,12,11248.71
8/2/2023,13,11622.02
8/2/2023,14,12027.3
8/2/2023,15,12388.86
8/2/2023,16,12902.82
8/2/2023,17,13758.27
8/2/2023,18,14831.62
8/2/2023,19,15515.11
8/2/2023,20,15466.28
8/2/2023,21,15171.19
8/2/2023,22,14395.08
8/2/2023,23,13210.69
8/2/2023,24,12080.39
8/3/2023,1,11248.05
8/3/2023,2,11241.77
8/3/2023,3,10983.38
8/3/2023,4,10800.79
8/3/2023,5,10919.59
8/3/2023,6,11401.9
8/3/2023,7,12001.4
8/3/2023,8,12188.63
8/3/2023,9,12187.92
8/3/2023,10,12174.66
8/3/2023,11,12217.91
8/3/2023,12,12489.65
8/3/2023,13,12609.51
8/3/2023,14,13268.95
8/3/2023,15,13861.28
8/3/2023,16,14550.4
8/3/2023,17,15414.88
8/3/2023,18,16062.14
8/3/2023,19,16082.52
8/3/2023,20,15804.32
8/3/2023,21,15630.22
8/3/2023,22,14944.79
8/3/2023,23,13829.64
8/3/2023,24,12740.27
8/4/2023,1,11919.97
8/4/2023,2,11729.31
8/4/2023,3,11692.76
8/4/2023,4,11756.84
8/4/2023,5,11814.74
8/4/2023,6,12274.32
8/4/2023,7,12836.63
8/4/2023,8,13344.36
8/4/2023,9,13963.25
8/4/2023,10,14199.14
8/4/2023,11,14432.25
8/4/2023,12,14708.84
8/4/2023,13,14965.7
8/4/2023,14,15075.8
8/4/2023,15,15039.32
8/4/2023,16,15245.63
8/4/2023,17,15800.43
8/4/2023,18,16238.19
8/4/2023,19,16119.95
8/4/2023,20,15930.08
8/4/2023,21,15713.26
8/4/2023,22,15093
8/4/2023,23,14131.14
8/4/2023,24,13156.26
8/5/2023,1,12563.75
8/5/2023,2,11976.08
8/5/2023,3,11567.46
8/5/2023,4,11765.74
8/5/2023,5,11810.17
8/5/2023,6,11914.19
8/5/2023,7,12111.92
8/5/2023,8,12497.82
8/5/2023,9,12521.47
8/5/2023,10,12250.92
8/5/2023,11,12328.86
8/5/2023,12,12473.5
8/5/2023,13,12819.93
8/5/2023,14,13319.97
8/5/2023,15,13871
8/5/2023,16,14626.36
8/5/2023,17,15513.2
8/5/2023,18,16253.82
8/5/2023,19,16615.67
8/5/2023,20,16435.69
8/5/2023,21,16133.3
8/5/2023,22,15384.07
8/5/2023,23,14266.16
8/5/2023,24,13092.46
8/6/2023,1,12093
8/6/2023,2,11361.42
8/6/2023,3,11073.49
8/6/2023,4,10711.07
8/6/2023,5,10515.27
8/6/2023,6,10501.15
8/6/2023,7,11104.14
8/6/2023,8,11234.25
8/6/2023,9,10999.42
8/6/2023,10,11109.45
8/6/2023,11,10858.63
8/6/2023,12,11204.78
8/6/2023,13,11861.72
8/6/2023,14,12216.86
8/6/2023,15,12868.07
8/6/2023,16,13703.19
8/6/2023,17,14939.13
8/6/2023,18,16273.24
8/6/2023,19,17001.99
8/6/2023,20,16859
8/6/2023,21,16476.01
8/6/2023,22,15647.98
8/6/2023,23,14390.37
8/6/2023,24,13137.73
8/7/2023,1,12258.66
8/7/2023,2,12419.09
8/7/2023,3,12100.91
8/7/2023,4,11926.32
8/7/2023,5,12080.89
8/7/2023,6,12428.42
8/7/2023,7,12974.64
8/7/2023,8,13652.7
8/7/2023,9,14354.34
8/7/2023,10,14802.71
8/7/2023,11,15127.43
8/7/2023,12,15465.54
8/7/2023,13,15510.86
8/7/2023,14,15484.24
8/7/2023,15,15577.69
8/7/2023,16,15675.64
8/7/2023,17,15771.98
8/7/2023,18,16093.69
8/7/2023,19,16170.78
8/7/2023,20,16099.02
8/7/2023,21,16021.78
8/7/2023,22,15369.18
8/7/2023,23,14368.37
8/7/2023,24,13402.51
8/8/2023,1,12911.07
8/8/2023,2,12857.12
8/8/2023,3,12791.78
8/8/2023,4,12693.96
8/8/2023,5,12913.48
8/8/2023,6,13456.03
8/8/2023,7,13807.45
8/8/2023,8,14821.4
8/8/2023,9,15485.8
8/8/2023,10,16026.15
8/8/2023,11,16199.81
8/8/2023,12,16228.3
8/8/2023,13,16307.28
8/8/2023,14,16862.86
8/8/2023,15,17234.26
8/8/2023,16,17468.18
8/8/2023,17,18149.66
8/8/2023,18,18707.62
8/8/2023,19,18722.96
8/8/2023,20,18225.39
8/8/2023,21,17607.22
8/8/2023,22,16643.17
8/8/2023,23,15378.39
8/8/2023,24,14279.42
8/9/2023,1,13353.48
8/9/2023,2,13090.22
8/9/2023,3,12637.99
8/9/2023,4,12566.71
8/9/2023,5,12668.18
8/9/2023,6,13014.06
8/9/2023,7,13444.25
8/9/2023,8,13900.34
8/9/2023,9,13981.19
8/9/2023,10,13922.83
8/9/2023,11,13927.98
8/9/2023,12,13969.03
8/9/2023,13,14322.69
8/9/2023,14,14870.95
8/9/2023,15,15488.72
8/9/2023,16,16058.34
8/9/2023,17,16992.99
8/9/2023,18,17939.21
8/9/2023,19,18298.46
8/9/2023,20,18084.73
8/9/2023,21,17691.01
8/9/2023,22,16731.63
8/9/2023,23,15347.9
8/9/2023,24,13996.44
8/10/2023,1,12948.83
8/10/2023,2,12810.06
8/10/2023,3,12535.34
8/10/2023,4,12340.37
8/10/2023,5,12476.91
8/10/2023,6,12516.37
8/10/2023,7,12746.67
8/10/2023,8,13304.69
8/10/2023,9,13746.25
8/10/2023,10,13794.14
8/10/2023,11,14005.54
8/10/2023,12,14663.87
8/10/2023,13,15573.57
8/10/2023,14,16536.21
8/10/2023,15,16906.57
8/10/2023,16,17239.75
8/10/2023,17,17423.85
8/10/2023,18,17588.4
8/10/2023,19,17510.36
8/10/2023,20,17283.43
8/10/2023,21,16979.18
8/10/2023,22,16184.84
8/10/2023,23,15027.14
8/10/2023,24,13842.76
8/11/2023,1,12882.79
8/11/2023,2,12395.36
8/11/2023,3,12608.31
8/11/2023,4,12378.27
8/11/2023,5,12364.05
8/11/2023,6,12631.83
8/11/2023,7,13211.28
8/11/2023,8,13157.86
8/11/2023,9,13140.41
8/11/2023,10,12954.22
8/11/2023,11,12985.64
8/11/2023,12,13394.71
8/11/2023,13,13893.69
8/11/2023,14,14234.07
8/11/2023,15,14683.88
8/11/2023,16,15172.24
8/11/2023,17,15996.49
8/11/2023,18,16899.38
8/11/2023,19,17293.95
8/11/2023,20,16913.92
8/11/2023,21,16377.63
8/11/2023,22,15450.56
8/11/2023,23,14262.64
8/11/2023,24,13068.53
8/12/2023,1,12369.86
8/12/2023,2,11672.99
8/12/2023,3,11224.14
8/12/2023,4,11363.55
8/12/2023,5,11218.24
8/12/2023,6,11285.06
8/12/2023,7,11475.68
8/12/2023,8,11459.92
8/12/2023,9,11570.96
8/12/2023,10,11590.99
8/12/2023,11,11532.17
8/12/2023,12,11905.93
8/12/2023,13,12650.75
8/12/2023,14,13228.41
8/12/2023,15,13739.28
8/12/2023,16,14618.75
8/12/2023,17,15660.74
8/12/2023,18,16358.76
8/12/2023,19,16767.39
8/12/2023,20,16707.28
8/12/2023,21,16496.79
8/12/2023,22,15846.95
8/12/2023,23,14837.8
8/12/2023,24,13851.05
8/13/2023,1,13012.27
8/13/2023,2,12445.8
8/13/2023,3,12283.22
8/13/2023,4,12354.53
8/13/2023,5,12242.52
8/13/2023,6,12564.01
8/13/2023,7,12741.02
8/13/2023,8,12755.89
8/13/2023,9,12978.21
8/13/2023,10,13138.54
8/13/2023,11,13345.02
8/13/2023,12,14083.1
8/13/2023,13,14796.33
8/13/2023,14,15443.91
8/13/2023,15,16264.19
8/13/2023,16,17021.11
8/13/2023,17,17692.73
8/13/2023,18,18418.76
8/13/2023,19,18751.17
8/13/2023,20,18370.5
8/13/2023,21,17833
8/13/2023,22,16771.8
8/13/2023,23,15313.73
8/13/2023,24,13918.98
8/14/2023,1,12861.98
8/14/2023,2,12476.69
8/14/2023,3,12539.27
8/14/2023,4,12510.03
8/14/2023,5,12586.54
8/14/2023,6,12599.88
8/14/2023,7,13371.12
8/14/2023,8,13456.1
8/14/2023,9,13728.54
8/14/2023,10,13674.54
8/14/2023,11,13687.63
8/14/2023,12,14172.45
8/14/2023,13,14906.8
8/14/2023,14,15556.69
8/14/2023,15,16226.33
8/14/2023,16,17001.18
8/14/2023,17,17665.48
8/14/2023,18,18420.31
8/14/2023,19,18676.34
8/14/2023,20,18515.36
8/14/2023,21,18292.54
8/14/2023,22,17310.04
8/14/2023,23,15961.91
8/14/2023,24,14641
8/15/2023,1,13648.92
8/15/2023,2,13532.11
8/15/2023,3,13487.8
8/15/2023,4,13442.92
8/15/2023,5,13517.15
8/15/2023,6,13618.74
8/15/2023,7,14134.93
8/15/2023,8,15066.41
8/15/2023,9,15465.31
8/15/2023,10,15425.53
8/15/2023,11,15860.98
8/15/2023,12,15758.41
8/15/2023,13,15450.73
8/15/2023,14,15329.32
8/15/2023,15,15403.04
8/15/2023,16,15675.92
8/15/2023,17,15920.66
8/15/2023,18,16058.27
8/15/2023,19,16102.02
8/15/2023,20,15955.24
8/15/2023,21,15723.43
8/15/2023,22,15021.15
8/15/2023,23,13966.64
8/15/2023,24,12922.21
8/16/2023,1,12478.96
8/16/2023,2,12514.58
8/16/2023,3,12442.73
8/16/2023,4,12302.88
